label,area,perimeter,equivalent_diameter,eccentricity
1,421.0,97.1126983722081,23.152404806704283,0.866201215115572
2,845.0,119.39696961966999,32.80072278626208,0.7518705558910287
3,200.0,64.2842712474619,15.957691216057308,0.9016320661766527
4,1430.0,184.26702730475878,42.67004275802032,0.8377956962018496
5,971.0,126.22539674441619,35.16127981086358,0.8078019409159645
6,664.0,137.01219330881975,29.076297180076903,0.9710014069840295
7,515.0,115.59797974644665,25.60699837034026,0.9484372933581214
8,525.0,103.94112549695429,25.854414729132053,0.8948988419598513
9,273.0,81.38477631085023,18.643883600599406,0.9649340881522307
10,554.0,141.095454429505,26.558891313141824,0.9787827121962758
11,421.0,107.79898987322332,23.152404806704283,0.9756263662909569
12,1414.0,172.71067811865476,42.430657740076576,0.8528660528139295
13,688.0,119.21320343559643,29.597108081327676,0.9489074969982217
14,654.0,126.5685424949238,28.856518540128786,0.925551775142434
15,1279.0,163.095454429505,40.35434769286047,0.8548350624310556
16,686.0,130.9827560572969,29.554057719513263,0.9536560061018088
17,516.0,105.18376618407358,25.631847476983474,0.7754323588078867
18,1768.0,198.75230867899737,47.445626933277715,0.881952083835211
19,962.0,121.25483399593905,34.997949111844065,0.6868785905948526
20,1072.0,160.6812408671319,36.94472617243352,0.9479263216779504
21,1394.0,161.57463914933368,42.129513709047444,0.8549506482198486
22,947.0,130.8111831820431,34.72402408800281,0.8778273393081563
23,946.0,136.22539674441617,34.70568554746418,0.6864076430280102
24,1011.0,191.63961030678928,35.878199226372125,0.9765252272098411
25,862.0,167.61626970967632,33.12902786925252,0.9598884879325896
26,477.0,90.42640687119285,24.64417299969047,0.8798742956995986
27,807.0,152.99494936611666,32.05470811910906,0.973631350711677
28,5452.0,353.00714267493646,83.31687702918363,0.9196094994997902
29,906.0,153.7462120245875,33.96402549065787,0.8715963091717829
30,1226.0,239.63961030678928,39.5093872623369,0.9884897475101293
31,662.0,122.71067811865476,29.03247455203703,0.8977047080731883
32,579.0,110.71067811865474,27.151532118863187,0.9377906362607873
33,957.0,129.98275605729688,34.906879612929465,0.8793114172239529
34,756.0,138.64570696119915,31.025297674958463,0.9441420957991955
35,1250.0,166.8528137423857,39.89422804014327,0.9052481062341847
36,1098.0,185.23759005323595,37.390065794529015,0.964572216704701
37,1085.0,172.95331880577402,37.1680629847407,0.9611357325361766
38,937.0,132.8111831820431,34.54020054106298,0.7722647698207741
39,525.0,121.69848480983498,25.854414729132053,0.9648805047328864
40,1005.0,151.4386001800126,35.77157729900708,0.9326229273383869
41,1261.0,149.78174593052023,40.06937815727916,0.7890176646790541
42,323.0,88.79898987322333,20.279456919490165,0.9650528202062267
43,1055.0,169.8589103967956,36.6506169074355,0.8998197537998599
44,698.0,121.26093065034891,29.811427376513585,0.8813308756764036
45,752.0,120.66904755831213,30.943111311580196,0.6338707035551678
46,1235.0,179.01219330881975,39.65414023463283,0.9649814080329107
47,490.0,110.46803743153546,24.977737626138797,0.9548292683584311
48,814.0,126.88225099390856,32.19343084255579,0.9035512467253259
49,1262.0,237.4386001800126,40.08526294607253,0.9663687342033837
50,820.0,119.05382386916237,32.31186201200472,0.766894355254167
51,1000.0,173.78174593052026,35.682482323055424,0.7648841262753467
52,1206.0,179.6162697096763,39.1857996084118,0.9369997041902803
53,1211.0,147.39696961967,39.26694651579471,0.5196813180605612
54,1125.0,137.49747468305833,37.8469878303024,0.8066916711925848
55,605.0,115.56854249492379,27.754457742221764,0.8875091182400692
56,779.0,124.81118318204308,31.493707392885515,0.9105428158105128
57,756.0,129.63961030678928,31.025297674958463,0.9258650234256878
58,1014.0,154.7462120245875,35.93139154501889,0.7502147216203661
59,1320.0,175.8528137423857,40.99605101775554,0.9482976723806323
60,960.0,160.59797974644664,34.961549778946534,0.892935052346172
61,796.0,144.22539674441617,31.83549399034338,0.9572784211010468
62,973.0,147.53910524340094,35.197472594311556,0.9199380327688571
63,595.0,103.49747468305833,27.524126309792685,0.8308190081401349
64,733.0,125.98275605729688,30.549706811864404,0.8069257400647527
65,419.0,97.01219330881975,23.09734550211416,0.9069041638045873
66,1246.0,176.78174593052023,39.830346128799995,0.8632039505333932
67,368.0,82.42640687119284,21.646065519224038,0.8173814626053949
68,500.0,104.87615433949868,25.2313252202016,0.878585937632666
69,660.0,111.46194077712558,28.988585676524604,0.8265328217264284
70,509.0,109.0477272147525,25.45739437315213,0.9348411592382266
71,988.0,166.8528137423857,35.467741261579384,0.5533171702126255
72,821.0,129.53910524340094,32.33155836373447,0.9092683290778907
73,1909.0,296.23253941935263,49.301260540674065,0.9806031884487955
74,809.0,168.95331880577402,32.09440436728413,0.9682428371753846
75,599.0,101.84062043356593,27.616489409343153,0.73219396449906
76,824.0,120.81118318204308,32.390575556198044,0.8241832629966085
77,1246.0,149.8111831820431,39.830346128799995,0.7412219445356087
78,655.0,104.15432893255071,28.878571671769564,0.8311272259819101
79,1349.0,191.33809511662426,41.44393979640129,0.9463503315710731
80,597.0,113.84062043356595,27.570346537664197,0.8478817967476369
81,833.0,122.2670273047588,32.56698544176895,0.5349052018293244
82,810.0,127.29646455628165,32.11423409074988,0.8513692921565661
83,625.0,107.59797974644665,28.209479177387816,0.8794352681720617
84,1931.0,314.73506473629425,49.58452945106567,0.9899093840487359
85,374.0,75.01219330881976,21.821814538001895,0.6643250343896443
86,4472.0,326.91883092036784,75.45811582630226,0.7529565825467762
87,626.0,129.74011537017762,28.2320377409108,0.9531255676123437
88,410.0,96.66295090390226,22.847936741452536,0.9441976818597007
89,725.0,105.94722215136416,30.38253889873249,0.5914865143359699
90,1938.0,231.86500705120545,49.67432171350451,0.959437903745211
91,649.0,126.9827560572969,28.745999104799274,0.9522965575450006
92,161.0,49.45584412271571,14.317526556719258,0.8230494519515217
93,604.0,101.42640687119285,27.73151068766428,0.8102605721249639
94,1039.0,154.26093065034894,36.371635747926355,0.9181285559088361
95,2499.0,211.89444430272832,56.40767343449978,0.47855234242025046
96,708.0,111.94112549695427,30.024216853608277,0.8878498492143312
97,231.0,62.8700576850888,17.14987856615383,0.7957028452954208
98,480.0,94.08326112068524,24.721548929484133,0.8435475584854173
99,360.0,91.80508652763321,21.409489393833255,0.9285710388340531
100,311.0,87.18376618407356,19.899183360445615,0.8838917350313797
101,471.0,103.14823227814081,24.488687706168772,0.8828051082405504
102,1224.0,146.5685424949238,39.477147854877245,0.8269455793996182
103,802.0,114.81118318204308,31.955251757380985,0.3998599688355423
104,1005.0,132.53300858899104,35.77157729900708,0.699854234203689
105,1137.0,162.26702730475878,38.0483030155601,0.9238900535580054
106,907.0,141.0538238691624,33.982764264767994,0.8360051622028303
107,982.0,189.13708498984758,35.35988168715967,0.9793447076338577
108,938.0,155.09545442950497,34.558626896356614,0.9026150758861249
109,368.0,75.1126983722081,21.646065519224038,0.8130814029988492
110,551.0,113.36143571373725,26.486883341553696,0.89513416521036
111,2055.0,220.02438661763952,51.151806072031896,0.8839569449700848
112,681.0,104.91168824543142,29.44615645486938,0.8421429788793318
113,873.0,132.8111831820431,33.33973788969849,0.8970385033875045
114,1538.0,180.5035713374682,44.25203294542162,0.878931287644345
115,852.0,122.22539674441617,32.9363035587535,0.8194780417064036
116,439.0,105.28427124746189,23.642169108157916,0.9529070049071627
117,778.0,117.9827560572969,31.473486711896992,0.8615954377446695
118,1317.0,153.4680374315355,40.94943809646488,0.8194681925076402
119,752.0,131.92388155425118,30.943111311580196,0.9315520852574102
120,1877.0,189.50966799187805,48.886303045616984,0.7514989452888525
121,995.0,155.9827560572969,35.593164329846914,0.6209939610062235
122,691.0,106.18376618407356,29.661566469288122,0.7400043118948049
123,1016.0,152.16652224137047,35.96680938658481,0.927822588954089
124,585.0,113.59797974644665,27.29185104880338,0.6781609994611926
